"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Liechtenstein","Switzerland","Spain","Portugal","Germany","Poland","Austria","Hungary","Czechoslovakia","Italy","San Marino","Malta","Albania","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Burkina Faso",29.6721,9.9752,0,9.0012,0.0628,9.0033,9.0203,0.0087,9,0,0,0,0,0,0,0.1423,0.0294,0,9,9.0027,9,0,9.147,0.0671,0.0372,9.0006,9,0.0004,0.5378,5.2096,9,0.0023,0.0003,0.106,0.217,7.0062,1,18.1339,10.4939,0.6661,88.9344,0,2.5307,4.3883,13.3156,10.2413,373.4329,0.4616,0.3254,0.6318,8.0265,0,0.1887,9,0,0.0343,0,0,0.0451,0.6843,0.0017,0,5.4215,0.5,0,0,0,0,0,0,0,0,0.3992,0.6439,0.112,2.8713,0.195,0,9,0,0.0027,0.0005,1.3416,8.2483,3.4187,1.9184,2.1563,80.9421,0.0004,0,0.0179,0.0004,4.4498,14.425,2.0561,13.8683,0.0038,0.0006,0.0001,0.2318,0,0.0913,0.3989,9,0,0.0002,0,0,0,0.2111,0.0172,0.0002,0.8644,0.234,0.0001,0,9,0,0.0001,0.0159,9,2.0561,0,0.0417,0.0148,0.0099,0.0102,0,9.0085,0.0603,9.1842,0.4573,0.0142,0.2824,0.3903,0.177,0.0898,9.1841,9.0087,0,9,9.0109,0.004,0.0003,0,0,0,0,0,2.6116,9,2.4171,0.211,1.5024,19.1962,5.779,9,15.3055,1.0839,9,0.3126,0,9.0388,14.0767,9,0.0004,5.4192,0.4912,0.0073,9.0116,0.0088,0.2054,0.0035,9.0003,1.2413,9,0,0.005,0,0,9
"Liberia",20.26,0.2298,0,0,0,0,0,0.0108,0,0,9,0,9,0,0,3.2956,0.002,0,0,0,9,0,9,0.204,0,0,0,0,0,58.6344,0,0,0.0693,0.5401,0.005,9.2841,1.9714,11.0128,287.6698,18.2602,30.6121,0,5.9945,215.2144,78.0069,418.5836,17.9575,0.1306,0,0.1375,5.8776,0,0.0539,9,0,303.1937,0,0,27.5611,0.0489,0,0,0.11,0.2,0,9,0,0,9,0,0,0,8.3013,1.979,400.8214,264.2693,0,0,9,0,0,0,0,0.5083,0.0112,3.8176,0,25.6952,0,0.0179,0,0.8374,0.1307,0.1666,0,0.7165,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0.0001,0,5.4435,9,0,9,0,0.0001,9,0,0,0.0946,11.1155,0.0262,0,9,0,0,0,15.239,0,0,0,0.9,0,0,0,0,0,9,0,0,0,0,0,0,0,127.2668,0,51.8077,9,1398.8399,1586.8511,7.2205,0,0.9578,0,0,0,0,0,15.847,0,0,0,0.4352,197.2192,0,0.3754,1.1674,1.8446,0.0014,0,0,9,0.001,0,0,0
"Sierra Leone",33.69,5.1055,0.0012,9,9,0,0.002,0,0,9,9,0,0,9,0,0,0,0,9,0,0,0,0,0.014,0,0,9,0,0.0055,3.6322,0,0,0.0726,0,0,12.7102,0.8551,3.6245,170.9582,10.8518,5.1798,0,3.4038,29.1133,0.1053,5.8575,12.199,0.0845,0,0.3498,20.7381,0,0.0351,9,0,0.551,0,0,0.2189,0.0587,0.1059,9,0.22,7.6,0,0,0,9,9.009,0,0,0,0.6058,0.867,0.1879,2.1098,0,0,0,9,9,0.0075,0,1.8429,0,9,0.0038,25.9918,0.086,0.0004,0.8374,0,0.0331,0.0811,0,7.1371,0,0,9,0,0,9,0.0052,9,0,0,0,9,0,9,9,0.0036,0.0014,0.5144,0,0,9,0,0,9,0,0,0,0.0525,2.686,0,0,0,0,0,9,0.0253,9,0.0461,0,0.22,0,0,9,0,9,9,0,0,0,0,0,0,0,7.5361,0,3.7473,9,2.64,4.2688,3.2235,0,0.0322,0.1213,0.1919,0,9,0,0.7292,0,0,9,0.152,0,0,0,0.7094,0.5143,0,0.015,0,0,0.028,0,0,0
"Ghana",116.114,16.9377,0.0439,0.3391,0,0,42.3059,0.0012,0.016,0.004,0.0143,0,0,0.003,0,0.276,0.0044,0,0.039,0,0,0.011,0.15,0.056,3.433,0.0765,0,0.025,0.252,20.6793,0.0108,0.0069,0.219,1.477,0.019,221.0136,26.1667,9.9737,13.2866,0.8434,19.6199,0,16.8797,26.9116,0.8508,38.9274,0.8117,7.4236,1.374,0.9773,88.9382,0,0.0912,0.0011,0,2.6044,0,0,3.4897,0.743,0.368,0,7.9052,6.23,0,9,0,0.003,9.016,0,0,0,0.5497,19.0965,3.755,12.791,0.0207,0,0.0022,9,9.005,0.289,0.0007,0.8804,0.008,0.604,3.7013,22.1859,0.208,4.4498,0.1307,0.0331,0,92.9488,7.586,258.6307,0.1132,9.081,9.013,0.019,0.003,0.0209,0.1546,0.2272,0,0.002,0.036,9,0.126,4.8745,0.763,0.018,8.12,0.043,1.106,0,0,0,0,0.089,9,0.137,0.104,1.104,0.345,46.7228,0.0251,0.014,0.078,1.961,0.0277,2.884,13.035,0.1526,0.043,3.427,2.6812,0.191,0.036,0,0.004,0.955,0.003,0,0,0,0,0,0,51.141,0,0,2.7527,23.931,78.105,13.3448,9.001,16.7847,1.697,0.825,0.004,0.074,0.0113,29.7484,9.002,0,24.209,5.8644,8.6455,0.007,0.008,9.818,20.8285,0,0.159,0,0,0.036,0,0,0.046
"Togo",14.12,24.0048,9.0066,0.0011,0,9,0.007,0,0.0022,0,9.033,0,9.086,9.0363,0,0,0,9,0.256,0,0,9,0,0.5238,0,9.0099,0,0,0,11.2277,9,0,0.0644,0,0.017,8.0386,0.428,51.3994,7.7576,0.4924,185.368,0,3.5842,1.4316,1.724,33.0593,4.9511,1.6008,0,0.7821,6.5248,0,0.0181,9,0,1.4498,0,0,3.3679,0,0.0033,0,0,9.5,0,0,0,0,9.008,9,0,0,0.7396,0.2531,1.5864,1.2578,0,0,0,0.0836,0.0023,0.0001,0.7423,3.2646,2.0646,3.4573,0.3442,32.9382,0.201,14.425,0.1666,0.0811,92.9488,0,0,1.021,3.1304,0.0479,0.0008,0.2784,0.0842,0,0.1219,9,9,0.0132,9,0,9.028,10.2815,0,0,0.0042,0,3.3493,0,0,0,0,0.0631,0,0,0,0.2443,0.144,2.1759,0.0143,0.1137,0,0,0,0.0435,9,0.6093,0,0.11,0,0.0007,0,0.0143,0,9.0462,0,0.2372,0,0,0,0,0,81.1664,0,3.9294,0.3674,18.48,21.7978,10.1116,0,9.0898,0.5558,9.3102,0,0,9.1023,53.7115,9,9.0198,0,3.3891,1.6212,0,5.189,2.2546,0.4722,9,0.008,0,0,0,0,0,0
"Cameroon",24.8749,14.528,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0.433,0,0.12,0,0,0,0,1.6766,11.3156,0.0018,0,0.196,0.719,0,39.0234,7.6285,137.9011,23.5924,1.4976,112.4276,0,8.48,280.8545,36.672,6.1435,1.1452,8.2841,0.4,0.6441,182.7798,0,0.122,0,0,0,0,0,0.4428,0.0022,0,0,0.8064,1.6,0,9,0,0,0.003,0,9,0,5.1055,2.1202,1.3678,1.4551,0.0336,0,0,0,0,0,0,5.6914,0.0491,0,0.4118,1.243,28.9775,2.0561,0,0,7.586,0,0,2.9045,31.2556,11.0205,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0.0001,0.6628,0,6.9213,0,0,0,0,0.0081,0,0,0,63.6749,3.931,8.7818,0,0,0,0.4647,0,0.619,0,0,0,2.3,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,5.6412,0,12.6751,0,7.8452,63.4302,2.7987,0,9.8114,1.2354,0,0,0,0,7.7671,0,0,0.278,5.0888,12.4806,0,0.058,5.2813,0.1197,0,0.014,0,0,0,0,0,0
"Nigeria",4198.51,381.5768,0,0.3789,0,0,0.1007,1.0666,0,0,9,0.0001,0,0.082,0,0.0858,0.0022,0,0,0,0,0.0134,0.4932,13.6435,0,0.9504,0,0,0.99,305.481,0.0012,0.042,323.8693,49.571,35.988,907.7684,52.8075,133.4535,184.2166,11.6934,132.6767,0,102.0268,1164.6104,388.5393,321.3385,25.9809,209.4628,5.5,25.5629,187.4346,0,10.3022,0,0,4.6738,0,0,34.5986,3.1198,13.9451,0,11.7943,57.6,0,0.8372,0,0,10.637,0,0,0,56.9105,40.7945,48.1975,48.4718,13.2646,0,0.0005,0,0,0.4589,1.2651,73.2931,4.7182,0.0328,43.5869,302.6743,15.8032,13.8683,0.7165,7.1371,258.6307,1.021,2.9045,0,23.9809,0.0702,7.8419,2.1262,45.6572,0.0072,3.8822,0.0053,0,0.0386,0,0.0031,0,0.1546,0,0.5188,0.4082,0.011,0.9879,8.0871,0,0.0106,0.1522,2.8753,0.1481,0,0,9.1803,1.094,0.58,0.4162,0.2505,0,0,0,3.1505,0,1.7049,0.0912,24.89,150.4286,0.0182,0,0,0.1277,0.1419,0.0844,0,0,0,0,0,9,94.1181,0,208.0482,1.8981,99,581.4935,462.6035,0,7.1345,0.525,0.1594,0.2112,0,0,65.9687,0.0413,0.3789,0.0484,42.6627,229.6506,0,2.1045,52.0333,3.5966,0,2.6334,0,0,0.0001,0,0,0
"Gabon",923.23,6.5235,32.102,0.0171,0,0,0.0068,0.0071,9,0,0,0,0,0,0,0,0,9,0,0,9,9,0,0.1793,0,0,0,0,0,3.7323,0,0.055,169.1826,3.4507,0.4092,31.8282,4.4496,50.5952,1.5327,0.0973,243.8005,0,1.3373,38.055,52.8936,26.0078,1.7281,0.6255,0,0.0264,7.1828,0,0,0,0,1.9772,0,0,12.963,0.5205,0.0133,0,0.22,0,0,0,0,0,0,0,0,0,0.4687,0.4565,27.1811,0.5457,0,0,0.0198,0,0,0,0,12.8532,0.1109,0.4896,1.1069,11.1071,0.0233,0.0038,0,0,0.1132,3.1304,31.2556,23.9809,0,1.1024,0,0,0.8495,0,0.0628,9,0,0,0,0,0,0,0,0,0.0229,0.3584,4.0543,0,0,0.0022,0.1339,0.3812,9,0,0,13.6058,1.4913,0.9524,0,9,0,0,0,0.6161,0,0.3179,0,36.6,0.5362,9,0,9,0,0,0,0,0,0,0,0,0,46.5538,0,30.6309,0.059,1.68,31.1148,0.4284,0,1.4515,0.0254,0,0,0,0,21.1378,9,9,0,0.5714,2.3518,0,0,3.2688,0,9,0.0025,9,0,0,0,0,9
"Central African Republic",1.7595,0.4227,0,0,9,0,9,0,0,0,9,0,9,0,0,0.0006,9,0,9,0,0,0,0,0.0033,0,0,0,9,0,0.4892,0.0011,0,0,0.1321,9,0.7447,1.5134,0.6606,67.1853,4.2647,79.0791,0,0.1347,12.7665,0.1601,2.9388,0.1441,0.1933,0.0028,0.008,0.5272,0,0.0027,0,0,0.0118,0,0,0.0644,0.0133,0,0,0.0207,9,0,0,0,0,0,0,0,0,0.1103,0.0509,0.0027,0.4915,0.0013,0,0,0,9,0,0,0.8184,0.0077,0.0086,0.0038,2.8694,0.0046,0.0006,0,0,9.081,0.0479,11.0205,0.0702,1.1024,0,0.203,2.9545,1.5944,9,0.003,0,9,0,0,9,0,0,9,0,0.6084,0.0461,0.268,0.3506,9,0,0,0.0011,9,0,0,102.1278,0.0057,0.0024,0,4.2402,0,0.1051,9,0.0746,9.003,0.0097,0,0.0067,0,0,0,0,0,0,0,9,0,0,0,0,0,1.0812,9,0.0375,9.0583,0.1038,10.6105,1.5801,0,0.2776,0,9,0,0,0,0.2387,0,9,0,0.1228,0,0,0,0.0377,0.0141,9,0,0,9,0.007,0,0,9
"Chad",5.53,0.0777,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,0.1419,0.3245,9,0,0,0,9,0.3685,3.4177,1.6149,0.9215,0.0585,89.1148,0,0.7827,2.3721,23.8757,12.891,0.2288,0.887,0,0.0539,0.2619,0,0,0,0,0.0373,0,0,0.2458,0.101,9,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.2028,0.5637,0.1156,0,0,0,9,9,9,0,0.6306,0.0009,9.0033,0.2682,0.9761,0,0.0001,0,9,9.013,0.0008,0,7.8419,0,0.203,0,0,0,0,0,0,9,0,0.0025,0,0,0,0,0,9,0,3.9301,0,0,0,0,0,0,0,0,3.85,0,0.0131,0,0.1336,9,0,9,0.0605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1673,0,3.3022,0,0.0076,0.4989,0.9695,0,0.8644,9,0,0,0,0,2.1802,0,0,9,0.0462,0,0,0,0.0049,0.0197,9,0,0,0,0,0,0,9
"Congo",458.7028,0.5391,18.1898,0.0038,0,9,0,0,0,0,0,0.0001,0,0,0,0.4121,0,9,0,0,0,0,0,0.0151,0,0,0,0,0,2.3044,0.0094,0.034,0,0.1889,0.2947,8.8222,2.3801,7.9672,292.4278,18.5622,133.0855,0,0.9224,151.7591,52.572,12.623,0.443,0.2151,0.1511,0.5515,128.7304,0,0.0043,0,0,0.1285,0,0,4.7629,0.0133,0.2833,0,0.0264,0,0,0,0,0,9.07,0,0,0,0.3073,0.1603,6.5801,1.0447,0.0982,0,0,0,0,0,5.9163,5.9578,1.311,5.4025,0.0076,1.6347,0.0038,0.2318,0,0,0.019,0.2784,0,2.1262,0,2.9545,0,0,0.8349,0,0.016,0,0,0,0,0,0.0038,8.1963,0.3929,0,0.3348,0.0944,5.4403,0,0,0,0.3325,0,9,0.0076,9,8.1491,4.192,0.1629,0,0,0,0.748,0,0.1371,0,0.0944,0,0.2811,12.2331,0,0,0,9,9,0,9,0,0,0,0,0,1.1976,9,1.5339,0.453,1.7341,27.9454,0.353,0,1.7454,0.0038,9.0227,0,9,0,1.312,9,9,0,0.1247,2.807,0,0.0113,0.2682,0,9,0.152,0,9,0,0,0,9
"Democratic Republic of the Congo",222.92,41.4327,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,9,9,0.2299,7.6164,9,0,0.11,1.5673,0.3707,27.2627,13.631,34.8453,428.2935,27.1865,16.2018,0,9.3202,13.9363,20.0582,13.5327,0.286,3.764,0,0.3047,51.0423,0,0.4856,0,0,7.5486,0,0,0.5812,0.2227,0.3153,0,0.1657,10.8,0,9,0,0,0,0,0,0,7.1508,3.4114,0.1668,4.8967,0,0,9,0,0,0,0,0.2952,0.5885,0.0614,0.0378,16.3483,0,0,0,0,0.003,0.0842,0,45.6572,0.8495,1.5944,0,0.8349,0,0,7.6373,0.2597,1.5053,1.6306,0,0,0,0,0,3.8089,3.3575,1.3035,108.2606,0,0,0,0,0.0005,0,0,9,3.0473,0.211,1.3331,0,0,0,0,0,5.4123,0,0,0,1.1,0,0,0,9,0,0,0.1118,9,0,0,0,0,0,2.9504,0,0.4723,0.1051,4.2,60.8656,52.5535,0,2.2942,9.2397,9,0,0,0,8.8261,9,0,0,3.7687,0,0,0.0039,2.049,0.0665,9,0.0316,0,9.0027,0,0,0,0
"Uganda",3.23,5.7084,0,0,0,0,0.0004,0.0155,0,0,9,0,0,0,0,0,0,9,9,0,9,9,0,0.0136,0,0,0,9,0.0363,0.5423,9.0161,9,0,0,0,35.0119,2.2081,22.2474,6.5164,0.4136,10.3931,0,5.9447,9.0829,8.5465,9.4728,0.5973,1.4051,0,3.7136,4.7265,0,0.0008,0,0,0.0151,0,0,2.098,0.6171,0,0,0.11,0.4,0,0,0,0,9,0,0,0,1.6693,2.8579,2.3424,3.6538,0,0,0,0,0,0,9,0.0191,9,0,0,0.0136,0,0.0913,0,9,0.0209,0,0,0.0072,0,9,0,0,0,0,74.484,4.2865,0.3073,0.67,0.1472,0,0,0,0,0.0015,4.54,0.0253,1.1374,0,0,0,9,0,0,0,0,0.0385,0,0.0183,0,0.1022,0,0,0,1.7817,0,0,1.84,0,5.5418,0,0,0,0,8.34,0.1985,0,0,0,0,0,0,7.8092,0,1.5721,0,0.84,29.7113,20.7021,0,5.6848,0,0,0,0,0,0.333,0,9,0,0.265,6.9586,9,0,3.5157,0.791,0.0014,0.0332,0,0,0,0,0,0
"Kenya",73.0188,1.1642,0,0,9,0,0.0257,0.0165,0.074,0,9,0.0067,0,0,0,0.0457,0.0306,0,0,0,9,0,0,0.137,0,0,0,0,0,26.4682,0.0329,0,36.421,9.1647,0.0641,34.5025,13.2373,18.3117,31.8202,2.0198,26.0594,0,9.2608,13.2764,5.8073,26.5685,1.7435,8.5401,0.7794,1.9207,4.3439,0,0.6693,0,0,1.6549,0,0,3.0022,0.4076,0.0189,0,2.5659,0.077,0,9,0,0,0,0,0,0,1.6301,6.4457,5.8576,9.8482,0.0471,0,0.0044,0,0.0221,0.0044,0.0055,0.1144,0.068,0.0011,0.1473,1.1386,0.0011,0.3989,0.0012,0.0052,0.1546,0.1219,0.306,3.8822,0.0628,0.003,0,0.016,7.6373,74.484,0,39.7475,6.4635,28.0212,32.4107,3.7051,23.898,0.2909,0.0773,3.9547,11.7541,1.5749,6.454,0.0073,0.0017,0.0783,8.9253,0.6607,4.6712,21.6737,2.3665,3.9478,0,1.551,0.022,12.1362,32.4976,0.1264,0,51.9453,0.117,0.3738,2.5722,1.7846,38.4728,4.996,2.0951,2.2204,2.4028,294.2734,2.4272,9,0,0,0,0,0,15.9889,0,11.883,0.0999,8.7273,150.0964,42.332,0,69.1113,1.0636,0.0109,1.198,0,0,15.3679,9,0,1.012,60.5104,20.3273,0,0.7786,3.1661,0.1716,0,0.5354,9,0,0.014,0,0,9
"Tanzania",25.29,11.4454,0,0,0,9,0,0.2112,0.045,0,9,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,5.1689,0.0044,0,0.0226,9.6932,0,115.0659,1.8074,17.866,16.0135,1.0165,15.7208,0,8.87,3.457,22.3142,72.6124,0.6336,6.8361,0,1.6533,58.5674,0,0.0015,0,0,5.7373,0,0,0.2361,1.2123,0.7506,0,2.53,0.5,0,0,0,0,9,0,0,0,13.0933,31.9512,17.0425,18.0396,0,0,0,0,0,0,9,0,0,0,0.0038,3.511,0,9,0,9,0.2272,9,0,0.0053,9,0,0,0,0.2597,4.2865,39.7475,0,18.1824,23.0391,0.8325,0.3311,0,0,0.9,2.1465,2.7333,1.1399,7.0599,0,0.0062,0.1675,3.0769,0.5538,0,0.0643,0,0.0385,0,0.0147,0,3.1612,0,0,0,1.2818,0,0.0062,0.0022,0.66,126.0686,0.0104,0,2.3076,24.7937,42.9737,30.4228,0,0,0,0,0,0,118.0815,0,27.5744,0.7643,15.96,87.4685,44.751,0,2.7881,3.7822,0.0343,0.0128,0,0.0631,32.6178,0,9,0,3.3003,27.8271,0,2.6817,11.6714,5.1943,0,0.2616,0,0,0,0,0,0
"Burundi",0.4515,0.3369,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0.0168,9,9,9,9,0,9,0.011,9,9,0,9,0.156,0.691,0.0175,0,0.143,0,0,2.2042,0.3186,0.6598,5.8111,0.3689,18.9757,0,0.0185,0.5885,0.2583,14.4674,0.0938,0.0017,0,0.865,4.5907,0,0.0344,9,0,0.3114,0,0,1.0292,0,0.001,0,0,0.1,0,9,0,0,0,0,0,0,2.3514,1.7711,0.0644,1.0823,0,0,9,0,0,9,9,0.0008,0,0,0,0.317,0,0,0,0,0,9,0,0,0,9,9,0,1.5053,0.3073,6.4635,18.1824,0,3.4699,0,0.1882,0,0.0217,0,6.1533,2.0891,0.0913,0.0005,0,9,0,0,0.0038,0,0,9,0.671,0,0,0,0,9.7028,0,0,0,0,0,0,0,0.3792,0,9,0,9,2.9503,0.2818,9,0,0,0,0,0,8.1341,0,0.9876,0.1212,1.761,16.1503,1.2428,0,2.7623,0.3883,0,0,0,9,1.2144,0,0,0,0.0028,0.0691,0,0,9,0.3975,9,0.0059,0,0,9.065,0,0,9
"Rwanda",0.04,3.7766,0,9,9,0,9,0.026,9,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0.02,0,0,0,9,0,0.41,0,9,0,0.08,0,2.4633,0.257,7.5899,28.971,1.839,18.4799,0,12.97,109.0666,0.3498,0.082,0.077,0.0524,0,1.4847,2.4957,0,0.2231,9,0,0.13,0,0,0.709,0.109,0,0,0.04,9.1,0,0,0,0,0,0,0,0,0.1205,0.5597,0.17,2.1986,0,0,0,9,9,0,0,0.0048,0,0,0,0.0141,0,0.0002,0,0,0.002,0.0132,0,0.0386,0,0,0,0,1.6306,0.67,28.0212,23.0391,3.4699,0,0,0,0,9,0,0.0452,0.022,0,10.07,0,9,0,0,0.0043,0,2.0561,0,0,0,0,0,0,0,0,0,0.599,9,9,0,0.1,0.01,0,0,9,9,2.71,0.0766,9,0,0,0,0,0,10.367,0,0,0,2.57,23.6209,4.04,0,7.1983,0,0,0,0,0,1.09,9,9,0,0.585,2.63,0,0,1.76,0.0169,9,0,0,0,0,0,0,0
"Somalia",20.49,1.3623,0,0,0,0,0,0.0102,0,0,0,0.0115,0,0,0,0,0,0.05,0,0,0,0,9,0,0,0,0,9,0,4.0425,0,9,0,0,9,6.4229,0.517,3.5517,4.3536,0.2764,12.5812,0,0.0394,0.0201,0.0051,3.0121,0.1276,0.5969,0,0.2882,9.0983,0,0,0,0,7.4749,0,0,0.0561,0.1715,0,0,0,9.4,0,0,0,0,0,0,0,0,0.7089,0.0296,0.1317,6.1629,0,0,0,9,0,0,0,0,0,0,0.0023,0.0497,0.4016,0,0,0,0.036,9,0,0,0,0,0.0025,0,0,0.1472,32.4107,0.8325,0,0,0,28.0165,0,0,0,0,0.0009,0.0247,0,0,0,0,0.0389,0.002,9,0,0,0,0,0.0375,0.0055,0.2398,0,0,0,0.666,0,0,0.0209,9,48.9795,36.3267,0,0,0,6.3433,0.4632,0.0021,0,0,0,0,0,4.6439,0,0.927,9.1584,1.32,1.1567,1.0716,0,0.6032,0,0,0.1452,0,9,13.3906,0,0,0,0.3291,0.1297,0,0.0143,0.01,1.5287,9,0.0204,0,0,0,0,0,0
"Djibouti",11.66,0.3378,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0.0055,9,9,0.5407,9,0,49.9048,1.2959,16.9184,8.0303,0.5097,74.2623,0,0.9318,2.5694,1.6673,14.9288,0.099,1.1799,9.1144,0.8151,28.3676,0,1.209,0,0,0.5588,0,0,0.0995,0.4429,0,0,1.1,0.3,0,0,0,0,0,0,0,0,0.4825,0.4988,0.2024,4.2852,0,0,0,0,0,0,9,0,0.0461,0,9,0.0195,9,0,0,9,9,0,0,0.0031,0,9,0,0,0,0,3.7051,0.3311,0.1882,0,28.0165,0,32.3258,0,9,9,0.0009,0,9,0,0,0,0,0.0268,0,0.4498,0,0.0836,9,0.1592,9.0143,0,0,0,9,2.8533,0,0.4763,0.2288,0,29.2862,15.9533,0,15.2667,9,5.3559,0.0003,9,0,0,0,0,0,17.4862,0,13.3126,9.4422,27.72,31.6305,11.9879,0,7.6496,9.0846,0,0,9,0,33.6491,0,9,0,0.4276,11.6465,9,0.011,9,0.1926,0,0.0011,0,0,0,0,0,0
"Ethiopia",28.9198,9.5059,9,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0.257,0.0015,0,0,0,9,26.6599,5.586,30.0719,11.6411,0.7389,6.8995,0,22.9227,4.2637,2.5154,40.4365,0.385,5.9239,0.1927,0.5561,31.1261,0,4.0295,0,0,0.364,0,0,1.5961,0.1045,0,0,0.1927,0.9,0,9,0,0,0,0,0,0,2.6346,16.008,1.4165,11.0565,0,0,9,9,0,0,9,0.0017,0,0,0.1058,0.1099,9,0,0,0,0.126,9.028,0,0,0,0,0,0.0038,0,0,23.898,0,0,0,0,32.3258,0,9,0,0.0001,0.1417,0,0,0,0,9,0,0.0038,9,0,0,2.514,0,5.809,0,0,0,0,0,1.8923,0,0,28.211,0.3423,104.2848,8.3499,0,0,0,0,0.0726,0,0,0,0,0,0,2.1195,0,1.0027,0,1.9543,7.118,9.1083,0,0.2426,9.5541,0,1.678,0,9,2.389,0,0,0,2.597,1.8443,0,0.003,6.0243,0.0474,0,0.369,0,0,0,0,0,0
"Angola",2262.55,5.5564,0.7648,9,0,9,0,0.0001,0,0,9,0,9,0,0,0,0.0025,12.6652,0,0,9,0,0,0.008,0,0,0,0,0,29.9277,0.0038,0,15.33,16.4175,0,126.9472,7.2342,56.9052,186.2289,11.8211,81.7655,0,19.2781,282.7344,790.6888,6.812,0.2189,5.2447,2.1,3.6509,13.8184,0,0.7057,0,0,71.6026,0,0,1.3757,0.2006,0,0,4.7268,24.9,0,0,0,0,0,0,0,0.0069,1.1656,11.4504,5.1242,8.5212,0,0,0,0.0015,0,0,0,10.7318,0.0483,9,0.034,2.7651,0,0.2111,0,9,4.8745,10.2815,0,0.1546,0,0,0,8.1963,0,0,0.2909,0,0.0217,9,0,0,9,0,0,0.1544,4.9186,0.0288,140.8441,0,0,0,9,0,9,0,0,9.3467,0,0.0796,0,0,0,0,0,0.825,9,0,0.1001,0,0.1458,0,0,0,9,0,0,0,0,0,0,0,0,20.0876,0,9.2654,0,17.28,49.4252,15.9047,0,0,9.1636,0,0,0,0,13.2882,9,9,9,0.1174,0,9,0,1.6795,1.5987,0,0.0001,0,0,0,0,0,9
