"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Kiribati","Fiji","Tonga","Nauru","Marshall Islands","Palau","Federated States of Micronesia","Samoa"
"Slovenia",1.2097,19.9551,0.102,0.1748,0.0167,0.0015,0.0242,0.0409,0.0337,0.01,0.1525,0.002,0.002,0,9,0.4598,0.0979,0.2151,0.2427,0.4768,0.037,1.8253,0.4168,6.2773,3.8791,0.005,0.0626,7.2798,1.008,30.1467,0.0018,0.0805,1.0355,0.5474,1.876,123.091,32.8269,88.8221,52.8101,11.23,567.5866,0,0,139.1561,128.7948,0,2.2645,558.702,102.0958,38.4144,99.7088,87.9378,5.8229,502.6539,0,0.2152,14.0167,120.437,172.2817,0,343.6903,0,1.874,3.0759,24.6359,0.6867,0.9932,28.2768,2.8109,3.6162,17.1771,21.6585,19.4799,0.6305,1.6336,0.7575,36.4005,117.1861,15.0763,25.3128,2.8304,0,0,0,0.006,0.0048,0.2985,0.1044,0.314,0.016,0.23,0.6645,1.3393,0.334,0.0066,0.018,1.6877,0.1129,0.5046,1.2435,0.0289,0.1458,0.3714,0.0523,0.0074,1.2191,0.1614,1.082,0.009,0.0284,0.6747,0.1045,0.0051,0.0008,0.0216,0.014,0.2034,1.1265,1.1464,2.2327,0.0087,0.0041,0.0273,0.0191,0.0034,0,0.3789,0.0157,1.1155,22.988,1.8416,0.8429,0.4004,19.7097,4.0884,0.2799,32.7004,6.8335,3.3108,1.4363,26.4415,15.6694,0.2696,0.463,0.6439,0.5206,12.7918,1.3606,0.0834,0.6202,9.9726,1.9064,1.9147,1.525,131.7955,0,54.3296,3.1702,94.403,166.2163,11.8487,0.001,2.3928,1.4845,0.2291,2.1411,0,0.3974,8.9567,0.0918,0.1023,4.8703,26.6328,6.4526,0.006,2.6362,41.506,12.0236,0.1819,0.2261,0.001,0,0.001,0.0109,0,0.013,0,0,0,0
"Greece",907.6282,30.6835,35.9856,1.1844,0.1655,0.6195,1.2902,0.6105,0.2684,0.2163,0.0106,0.007,0.5898,1.0938,0.2264,2.3074,0.9083,4.1829,0.951,0.0461,0.1639,0.5837,8.7551,10.4616,1.7439,0.044,0.0854,6.9885,0.9422,69.506,0.0199,0.589,29.3195,57.958,4.5478,1061.578,198.432,1553.3575,814.2277,2.5077,2056.9424,0,0,426.1059,712.6136,0,42.4974,2398.9047,2.8122,172.0568,24.4482,30.3878,4.3544,2837.5612,0,6.1479,210.9723,104.2932,12.7249,0,11.0551,1.874,0,246.9263,44.6819,6.0793,9.8694,347.0532,1.0698,5.4592,5.3222,18.7756,0.8189,12.8065,1.1118,11.6767,336.3951,431.257,11.528,282.0323,3.0175,0,0.1007,0.0053,0,0.079,1.0924,20.2916,0.0908,0.3101,0.047,53.7437,0.4713,0.1321,25.0062,18.128,3.4479,4.8474,5.8863,27.9041,9.4537,0.0599,0.0204,2.5251,0.6631,0.8145,1.9064,0.5188,0.0481,0.1093,0.0312,0.3506,12.6688,2.3296,1.0238,0.143,1.2956,18.3486,2.0975,33.6405,0.6371,0,3.793,0.0399,0.1197,0.0122,0.0238,0.091,26.3663,11.5562,19.5591,35.2257,1.8913,421.625,77.0878,74.61,110.3799,18.6823,104.5397,16.9891,7.7073,238.9208,2.4041,10.0028,3.7318,2.9121,46.2657,1.9,0.5889,0.8042,13.0245,0.1,6.0226,86.4283,542.1602,0.01,191.2814,1.5168,679.4374,1006.5634,76.6922,0,27.485,2.7032,0.9989,3.0924,0.1993,0.1651,139.3933,1.7895,0.3076,18.7983,65.6792,4.4513,0.0578,3.2434,84.3114,44.3536,3.3877,23.8752,0.3733,0,0.0106,0.0485,0.0263,1.3217,0,0,0,0
"Cyprus",354.6955,14.9138,0.1698,8.1463,0.2539,0.1502,0.1596,0.2425,0.096,0.0094,0.0036,0.1682,0.0023,0.0109,0.0035,1.4045,0.0326,0.0523,0.0021,0.001,0.1834,0.6076,0.6176,0.1239,0.0143,0,0.0679,0.0255,1.2792,4.5959,0.0429,0.0202,0.2078,16.9372,203.6794,105.5296,24.4068,57.9881,31.8284,0.3236,34.2136,0,0,38.4085,103.4913,0,14.5572,190.3289,2.2026,24.6993,9.4075,2.5913,0.291,296.8087,0,0.1235,5.3045,3.0993,48.0091,0,0.1041,3.0759,246.9263,0,10.0364,4.4671,5.0592,92.5656,1.2059,0.124,0.0639,28.116,4.0987,5.7214,2.903,3.087,15.3393,52.7554,1.0491,24.5458,0.2425,0,0,0.13,0.0367,3.1909,0.0282,0.0367,0.001,0.119,0.0016,0.2285,4.4323,0,0.0142,0.0039,1.3182,0.0128,0.162,4.6461,0.3913,1.6134,0,0.0425,0.0034,0.0592,0.608,0.3135,0,0,0.0081,0.1788,0.7807,0.2542,0.0118,0.0353,1.2946,0.2197,0.7743,4.468,0.2281,0,0.6748,0.072,0.0348,0,0.0403,0.0179,1.0845,1.3919,0.9392,4.9081,2.5934,0.9264,10.6294,1.166,77.4844,36.6415,5.3157,3.701,76.033,1.5233,2.6866,6.2397,1.2595,2.1377,37.2426,3.4728,0.02,0.1238,0.0161,0,0.5443,2.9963,124.5972,0.5671,59.0201,0,39.7173,241.7209,27.8385,0,2.8515,5.3545,1.0382,6.4466,0.0054,0.0006,52.7912,0.3377,0.0134,2.2267,17.7834,4.3998,0.0068,2.6331,20.3331,6.2296,0,3.5789,0,0,1.9957,0.0526,0,0,0,0,0,0.002
"Bulgaria",32.838,26.5091,0.114,10.1927,0.0363,0.4744,0.1663,0.3103,0.0272,0.0007,0.016,0.0133,0.0204,0.013,0.0006,12.9643,0.0005,0.4237,0.2588,3.0837,0.011,0.4875,0.9195,1.6152,1.646,0.002,0,2.3945,13.2652,28.9524,0.022,0.0188,12.379,2.5955,1.6544,14.2403,16.2147,5.9801,131.4069,2.1699,54.0476,0,0,53.765,43.389,0,10.3833,268.175,31.7478,74.6808,16.229,72.4854,21.0971,109.1369,0,0.8586,26.512,66.8102,6.222,0,9.3114,24.6359,44.6819,10.0364,0,5.9621,15.561,931.1446,4.667,11.1758,7.7618,61.692,2.7427,11.9518,44.4223,7.4009,51.2623,51.1708,7.8901,9.388,1.0344,0,0,0,0,0.0664,0.3406,1.0724,0.0042,4.28,0.5159,2.2323,0.0207,0,0.725,0,0.0966,0.001,0.7579,2.6974,0.0099,0.0074,0,0.0524,0.0111,0.1264,0.0163,0.4114,0.01,0.0582,0,0.3014,1.9096,0,0.1326,0.213,0.4333,8.9935,1.54,6.8521,0.011,0,0.037,0.005,0.3147,0.0264,0.0921,0,12.3954,11.6126,9.6826,9.7668,2.815,3.739,130.3259,0.9628,32.7669,30.6163,16.145,5.9424,6.259,4.8959,0.8265,1.4739,0.0703,0.057,1.4596,1.9198,5.638,1.924,0.107,0.574,0.7229,11.904,54.3095,3.23,21.214,1.7956,41.031,30.7996,17.79,0,1.1574,2.5339,0.1433,3.6772,0.0079,0.0361,8.5229,0.159,0.052,12.901,5.8036,0.8347,0.0009,0.1976,37.5307,0.4233,0,0.3135,0.003,0.013,0.0331,0,0,0.029,0,0,0,0
"Moldova",80.2172,4.2467,0.3643,0,0,9,0,9,0,9,9.0007,0,0,0,0,9.7543,9,9,9.091,0,0,0,0.199,0.001,9.0001,9,9,0.2805,0.0318,0.2321,0.0109,0.0125,0,0.2566,0,2.7268,1.0872,4.0422,1.0086,0.2033,7.0443,0,0,0.234,7.4414,0,6.2421,7.1827,1.1753,14.6148,2.3492,3.802,3.3339,1.1431,0,0.005,0.5446,0.3571,1.4127,0,0.0128,0.6867,6.0793,4.4671,5.9621,0,41.1139,125.1399,2.0758,0.9391,1.0685,54.3092,17.7837,0.0734,0.0773,1.4034,1.4143,2.7165,0.7428,0.6602,0.0306,0,9,9,9,9.0084,0,9,9,0.0168,0.0006,9.6361,0.624,9,0,0,0.0003,0,9,1.0952,0,9,0,9.0018,0,9,9,0,0,0,0,0,0,0,0,9,0.0004,0.0007,0,0.0327,9.0017,9,0,9.0003,9,0,0.0805,0,0.003,1.2956,0.0134,0.0254,0,0.0263,0.9612,9,0.1248,0.6139,4.7369,0.7678,2.4031,1.1269,0.9632,0.0178,9,9,0.1624,9,0.013,0.3807,0.0572,0.5966,3.0894,3.6446,1.1063,0,1.6423,0.1167,2.9726,5.6136,0.4041,0,0.4092,0.1242,0,0.2918,0.0002,0,1.7341,0,0.0002,0.0998,0.4516,0.0078,0,0.0132,0.094,0.0089,9.0744,0.0182,9,0,0,0,0,9,0,0,0,0
"Romania",84.96,15.1119,0.028,2.063,0.022,0.2371,0.0525,0.7557,0.0408,0.0222,0.01,0.0333,0.4245,0.01,0.0024,30.1403,0.41,0.187,0.233,1.0023,0.01,0.9471,0.4123,3.865,11.4,0.033,0.01,18.043,2.4898,118.0502,2.699,0.121,4,1.6546,0.345,22.2717,37.0621,51.6,14.8911,3.2949,87.0336,0,0,79.93,7.619,0,14.6608,53.236,6.3111,26.543,181.32,146.9582,73.2971,4.3511,0,0.7271,6.1523,6.0026,7.09,0,5.93,0.9932,9.8694,5.0592,15.561,41.1139,0,656.3626,0.28,0.6572,1.7824,56.31,17.2381,0.4512,55.531,4.1734,40.9046,92.2183,27.3203,36.526,1.5624,0,0.011,0.05,0.517,1.9833,0.75,8.6886,4.5193,1.183,1.4569,1.18,0.1088,0.297,0.324,0,1.264,1.719,6.115,20.968,0.044,0.001,0.02,0.284,0.05,1.034,1.137,0.0666,0.7264,0.548,0.019,0.044,9.687,0,0.011,0.52,0.0746,0.0652,0.674,7.9017,0,0,0,0.09,0.162,0.17,0.3948,0,16,42.3029,23.6471,7.958,12.679,7.76,164.0057,5.124,178.0813,71.4232,31.83,12.7195,31.95,59.8218,3.874,16.9803,2.377,4.7102,43.328,0.1068,0.05,0.85,1.5075,2.58,13.173,92.84,105.6976,0.02,21.8,0.382,261.64,72.0939,14.025,0,2.4209,0.6997,0.02,0.353,0,0,13.3736,1.52,0.04,9.198,10.8889,4.0846,0.0512,3.8058,15.223,70.4043,0,1.2517,0,0,0,0,0,0.05,0,0,0,0
"Russia",3707.1934,283.0486,122.7216,237.882,1.2441,47.6238,73.1361,1.8438,0.0251,0.0454,0.0026,9,16.5214,9,1.1326,68.9506,2.069,7.0166,11.3768,8.5495,10.3407,10.0425,128.9532,30.3315,10.7568,0.1875,23.0526,86.0636,1.1451,365.2875,3.0878,0.0008,4.9282,48.8413,53.5683,1549.2278,180.1797,1449.9666,632.6102,4.3669,1733.4198,0,0,790.6955,1025.1556,0,181.7978,4672.5259,2073.7878,294.4091,1318.1962,1183.3185,1382.3035,3312.7159,0,1.3856,2.9774,73.2044,577.115,0,10.7529,28.2768,347.0532,92.5656,931.1446,125.1399,656.3626,0,479.1977,212.0281,843.1927,3069.2354,530.7344,153.8252,13.6919,128.2741,1340.2127,353.0159,554.538,56.06,44.2759,0,10.7923,0,0.12,2.78,0.8522,9.524,0.3979,6.36,0.1234,1.6025,64.2936,1.128,8.1839,6.391,7.2215,5.3038,4.518,23.302,0,0.8494,0.0612,0.3232,0.221,3.0152,24.205,3.5382,0.1418,4.8936,0,0.2583,82.6437,8.3445,21.9086,0.5311,0.073,18.1699,7.5823,66.1934,12.2774,9.2202,0.0134,9.006,0.0829,9.0092,2.6782,20.7446,10.4406,121.3312,122.133,2.6161,5.879,462.4137,2062.2051,83.0475,333.218,72.6274,94.9116,33.9242,231.4588,87.7255,1.4973,4.2448,0.0136,0.0044,278.8628,13.982,8.1976,90.668,19.0093,14.482,201.4607,40.8532,3644.4292,105.0545,220.1076,46.1406,1273.5255,3311.3389,70.407,0,74.7184,65.6347,0.0596,34.9372,0.0791,3.7837,234.324,8.1108,4.8126,225.6156,231.5623,90.8459,0.1074,69.4533,0.5742,113.0434,0.9978,43.1193,27.2006,9,0,0,0,9,0,0,0,9.22
"Estonia",57.87,31.5002,0.428,0.07,0.004,0.02,0.4986,0,0.0268,0,0.16,0.003,0.47,0.32,0.02,1.86,0.79,0.05,0.198,2.33,0.002,0.85,1.3399,0.6629,1.27,0,0.004,1.834,0.1044,5.9471,0.067,0,1.17,1.4516,5.0455,207.0625,16.3726,78.0573,19.3498,0.263,46.0313,0,0,17.2,4.6504,0,2.3305,155.728,8.9811,14.2743,15.916,17.1314,4.5238,93.2037,0,0.3131,0,2.9221,0.65,0,0.029,2.8109,1.0698,1.2059,4.667,2.0758,0.28,479.1977,0,99.3813,5.551,18.69,25.3628,0.0922,0.02,0.024,339.2772,184.6271,38.2128,20.566,12.0858,0,0,0,0,0,0.006,0.01,0,0.166,0.05,61.77,0.3,0,3.465,0.039,6.928,0,0.02,2.588,0,0,0.38,0,0,0.019,0.049,0,0,0,0,0,0.009,0.11,0.012,0,0.001,0.0039,0,1.1684,0.02,0,0,0,0.01,0,0.0233,0,0.727,0.0175,0.3639,0.029,0.022,0.34,7.9216,0,4.0453,0.13,0.223,0.4243,1.13,0.3682,0.01,0.0486,0.003,0,2.019,0.1794,0.254,4.5,3.2693,0.53,16.228,33.3,55.2529,0.08,14.74,0.238,0.42,184.822,5.735,0,4.1207,0.41,0.056,0.8,0.002,0.03,2.2411,0.44,0,2.47,5.0453,1.55,0.02,0.31,5.4501,17.0988,0.05,2.1456,0,9,0.003,0.001,0,0.003,0,0,0,0
"Latvia",179.4683,11.7988,0.4419,0.069,0.0114,0.0017,0.0689,9.0759,0.0006,0.0259,0.0051,9.0068,0.0255,0.0766,0,0.0214,0.0171,1.7084,0.021,0,0.0069,2.404,1.1546,0.0599,0.0017,9.2558,0,0.1626,2.5557,41.2168,0.0159,0.139,1.0598,24.7883,0.0203,343.5766,22.0571,116.5819,18.1175,0.0442,60.4217,0,0,58.4426,1.7563,0,0.7943,135.2006,100.8952,27.5826,25.3249,29.4503,2.8837,66.8558,0,0.0177,0.0407,0.0293,0.6625,0,0.1231,3.6162,5.4592,0.124,11.1758,0.9391,0.6572,212.0281,99.3813,0,118.7569,22.3795,52.07,0.8404,0,0.8584,229.0417,30.0828,1.2208,14.7927,7.971,0,0,0,0,0,0,0.0017,12.2027,0.5054,0,0.0017,0,0,0.5756,2.3814,0.034,0.1691,9,0,0,0,0,9,9,0.2366,0.0017,0.012,9,9,0,0,9.0086,0,0,9,0.0003,0.2895,0,11.0417,0,0,9,9.0017,0.577,9,0.017,0,0.0523,2.0528,5.8253,9.0034,0,23.0989,10.1923,0.0741,4.5624,0.0388,2.48,0.2951,16.6,0.7279,0.1623,0.1961,0.0312,9,2.9148,0.1349,0.3913,0.3107,0.1938,0.7149,3.3488,1.2816,4.0975,0.03,7.9431,0.0102,5.2745,1.6277,0.3002,0,0.2052,0.0906,0,0.7203,0,9,0.2445,0.0304,0.0153,8.263,8.7926,1.3369,9.7853,0.0653,0.5976,3.5656,9,0.0617,0.0093,9.0664,0.1157,0,0,0,0,0,0,0
"Lithuania",83.0978,14.8609,0.5306,1.4603,0.0006,0.9289,0.0137,0,0.0001,0.0007,0,0,0.0021,0.0006,0,1.6148,0.0376,0.3245,0.0384,0.0083,0.0355,4.5018,0.0867,2.7546,0.9863,0.0157,0.0142,8.9718,0.7244,11.753,0.0003,0.0125,0.9463,6.0481,1.2995,63.0359,13.8742,0.8564,1.9681,6.447,17.9373,0,0,53.8456,16.5071,0,5.5527,240.5171,71.9285,19.7888,51.9004,71.1729,13.5041,116.8889,0,0.6444,0.0359,0.1688,2.4297,0,0.0119,17.1771,5.3222,0.0639,7.7618,1.0685,1.7824,843.1927,5.551,118.7569,0,7.5712,5.2912,1.2286,2.2304,1.2733,117.8238,13.9013,15.4594,10.7133,4.2072,0,0,0,0,0,0.0002,0.0021,12.2035,2.6645,0,3.7864,0.0239,0,0.5375,0,0.1349,0,0.141,0.1018,0.0082,0.0031,0,0,0,0.1067,0.0289,0.0039,0,0,0.0027,0.0475,0.0204,0,0.0869,0.0255,9.2064,0.8739,0.2057,2.3925,0.0556,0,0,0,0.0048,9,0.0314,0.0152,8.7627,1.41,0.1034,0.0631,0.0048,2.6153,34.7439,9.2475,0.4466,0.1095,0.5378,0.0018,6.8703,0.4638,0.5517,0.7929,0.0198,0.0604,0.6841,1.003,0.0756,1.0735,3.0704,0.8546,2.2631,1.521,52.8359,0.01,33.6456,0.2537,20.4737,62.6895,10.9182,0,1.1784,0.5227,0.0188,3.4189,0,0.0196,1.7992,0.0734,0.0728,4.346,5.5195,3.0577,0,0.5845,4.881,1.3241,0.0282,1.4171,0,0,0,0,0,0,0,0,0,0
"Ukraine",200.4,22.1134,7.84,14.49,0,0.276,0.1396,1.8404,0.0616,1.99,0,0.0015,0,0,0,43.7504,1.6,1.3,2.42,0,2.8,4.7223,2.9496,2.6057,1.3,0,2.31,7.43,6.7642,32.8741,0.0564,0,9.61,8.1616,0.3899,65.2141,50.954,28.7653,0.4622,2.0607,69.4055,0,0,84.7,84.4458,0,17.3472,331.732,80.0353,45.472,89.38,58.7135,29.0627,415.2539,0,3.8512,6.3984,113.1904,16.72,0,1.98,21.6585,18.7756,28.116,61.692,54.3092,56.31,3069.2354,18.69,22.3795,7.5712,0,72.2495,6.1263,40.31,4.6504,67.8394,105.347,4.4394,30.8,0.3514,0,0,0.66,0,0,0.11,0,0.3838,8.67,0,16.6,49.3107,1.1,0.88,1.65,42.3,0.0206,1.7288,106.33,0.22,0,9.22,1.65,0.44,0.24,2.68,0.2624,1,0,0,1.32,14.45,0,23.98,0.1,0.2739,4.9932,3.5,4.2036,3.1,0,0.1,0,0.8,0,0.3276,2.8,58.32,120.5238,38.1716,1.33,2.36,85.5,630.9864,15.07,222.2213,267.7438,107.94,61.2866,73.8,34.8725,0.2247,2.8701,0,1.3,49.4,5.172,1.38,299,37.2869,1.2,1.94,105.7,277.5774,0.37,209,5.95,148.6,26.7764,82.4,0,12.5663,0.3801,0.66,13.3,0,0.66,122.4703,0.48,0.22,30.901,4.0255,54.5529,0.0003,14.2376,12.6184,19.5074,0.2,2.6467,0,0,0,0,0,0,0,0,0,0
"Belarus",29.8606,5.8825,0.3235,29.6174,0,10.6729,0.0011,9,0,0.0105,0.0958,0,0,0,0.0689,1.9195,0,2.7256,0.0362,0.7547,0.7932,1.6661,0.1964,4.8667,1.7402,0,0,1.2884,0.3226,8.0665,0,0,0.5707,16.6142,0.6678,45.9018,6.7317,31.6751,0.8333,4.5503,29.2991,0,0,34.2307,5.8553,0,4.2098,438.8334,46.5572,20.444,6.9183,31.8534,11.7183,103.5682,0,0.482,0.0349,2.966,8.6964,0,0.3665,19.4799,0.8189,4.0987,2.7427,17.7837,17.2381,530.7344,25.3628,52.07,5.2912,72.2495,0,1.5173,0.0407,1.7927,29.7943,16.9123,12.6011,19.6551,0.0187,0,9.22,0,0,0.0213,1.6762,0.2257,0.008,1.672,0,0.4309,0.0234,0,0.0001,0,13.2879,9.001,0.3124,2.0337,0,0.0545,0,0.0818,0.0334,1.2498,0,0.0066,3.0858,1.2094,0,9,4.3754,0,95.0682,0,0.0005,1.0068,0,2.1268,0,9.0007,0,9,0.0776,0.004,0.0314,0,19.1934,0.5474,0.033,0.0004,4.4724,11.9104,3.2329,6.6431,2.2388,3.2803,8.4948,0.1418,9.4724,0.8424,0.0031,0.0133,0,0,1.8036,0.0183,0.0587,13.9285,1.9183,6.0746,2.417,26.5086,8.8968,2.4,6.4998,2.2185,12.4538,27.5492,16.2546,0,4.9024,5.8045,9,0.7141,9,0.01,0.273,0.0793,0,2.115,6.0669,2.7446,10.5026,1.1053,6.4423,2.1639,0.0191,0.3409,0,0,9,9,0,0.0001,0,9,0,9
"Armenia",70.2693,9.3851,0,0,0,0,0,9.0009,9,0,0,0,0,0,0,0,0,0,0,9,0,0,23.5807,0.0175,0,0,0,0.1793,0.0022,1.593,9,0,0.06,0.0207,9,65.6246,1.06,2.8625,5.6432,0.1234,12.1593,0,0,12.6664,1.5787,0,0.3183,26.6782,2.6939,2.8285,1.4739,2.3154,0.2212,22.5967,0,1.0152,0,0.0002,0,0,0,0.6305,12.8065,5.7214,11.9518,0.0734,0.4512,153.8252,0.0922,0.8404,1.2286,6.1263,1.5173,0,14.6456,0,2.0132,1.9163,0.6421,1.7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,9,0,0.105,0,0,0,0,0,0,0,0,9,9,0,0,0,44.2896,39.0237,0,0.0471,1.6434,9.1953,0.0017,0.1,0,0,0.0016,9,0,37.3222,0.1431,0,6.6226,0.0005,0.0431,0.0954,0.2721,6.3598,0,0,0,1.3913,1.6146,3.8931,0,0.4261,0,0,0,9,0,0.582,0,0,0,0.2525,0.5948,0,9,0.0695,0.4945,0,0.0059,0,0,0,0,0,0,0,0,0,0
"Georgia",55.14,6.2103,1.2495,9,0,0,0,0.0428,0,0,0,0,0,0,0,5.9066,0,0,0,9,0,0,0.0043,0.0556,0,0,9,0.0003,0,2.0042,9,0,8.5,2.5974,0.0248,20.1987,1.4022,4.5163,7.646,1.5745,11.7205,0,0,2.547,0.8271,0,0.5095,31.2195,16.2901,1.3152,1.9447,5.3071,0.122,4.0738,0,0.0083,0.1598,0.2775,0,0,0,1.6336,1.1118,2.903,44.4223,0.0773,55.531,13.6919,0.02,0,2.2304,40.31,0.0407,14.6456,0,69.4099,3.5944,10.0765,0.6478,4.0536,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1301,0,9.0012,0,9,0,0,0,0,0,0,0.0013,9,0,0,0,0,0,0,0,0,0,0.0462,0.0584,0,1.2948,0,0,0.0157,0,9,0,0.0023,0,0,5.3955,0,9,0,0,32.3313,0,2.967,0,0.056,0.1791,3.87,0,0,0.1038,0.0013,0,16.1908,0.0007,0,5.59,0.3199,0.24,5.3835,2.23,4.5386,0.25,1.1134,1.3989,3.96,6.108,1.2925,0.0072,0.0184,0.058,0,0,0,0,0,0,0,1.4641,0.4185,0,0,9,6.3489,1.9917,0,0.5808,0,0,0,0,0,0,0,0,0,0
"Azerbaijan",72.1571,2.085,0.0024,0.8424,0,0,0,9,0,0.0073,0,0,0,0.0177,0.0088,0.0251,0,0,0.0005,9,9,0.0637,0.295,0.3481,0.0515,0,0,0.6255,0.0001,0.3907,0.0032,0,5.2505,0.0704,0.0016,51.637,1.6822,11.6087,9.515,0.0653,59.2737,0,0,33.228,9.414,0,0.0121,134.5079,5.3326,29.5169,6.0513,0.6133,0.3458,122.4015,0,0.1045,0,0.134,2.1292,0,0.0016,0.7575,11.6767,3.087,7.4009,1.4034,4.1734,128.2741,0.024,0.8584,1.2733,4.6504,1.7927,0,69.4099,0,1.3613,5.4727,36.9537,4.7509,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.0347,0,0.0029,0,0.0092,0.0016,0,0,0,0,0,0,0.0047,0,0,0,0,0,0.0104,0,1.0559,0,0.002,0.0425,0,0.0434,0,0,0,0,0,0.003,0,0,0.0072,0.0001,4.0216,5.2978,0.0011,24.7656,98.9761,0,0.2136,0.5324,0.1235,0.0555,5.4777,0.1166,0.0005,0.0015,0.282,0.0101,2.384,0.6175,0.1961,5.8864,15.4183,1.3091,0.3919,20.5999,13.5061,0.0512,1.0101,0.0875,13.327,55.3564,2.6667,0,1.4754,1.1906,0,3.8074,9,0,1.8025,0.0031,0,0.2911,1.1519,41.329,0.0025,0.0509,0.2952,1.5097,0,4.3446,0,9,0,0.0016,0,0,0,0,0,0
"Finland",1191.9622,290.0189,7.7829,2.0127,0.6897,4.019,2.2668,1.1825,2.2389,0.0079,0.0906,0.4544,6.2485,0.294,0.16,175.0741,0.0003,3.4525,1.2589,0.1574,2.804,24.2893,47.9884,24.1557,21.5915,0.2067,0.7317,0.2163,5.1425,210.0482,0.0961,0.2296,1.365,69.6429,9.0898,1742.4458,73.261,394.2687,230.1865,1.0846,840.3185,0,0,217.5548,675.4061,0,131.3551,223.7681,623.7567,355.7056,211.0427,117.2303,70.6105,654.1433,0,6.5577,1.7839,1.4332,16.7009,0,4.4435,36.4005,336.3951,15.3393,51.2623,1.4143,40.9046,1340.2127,339.2772,229.0417,117.8238,67.8394,29.7943,2.0132,3.5944,1.3613,0,1487.8523,12.2642,637.1849,29.886,0,0.0788,0.0063,0,0.0082,1.5095,3.8028,0.688,4.2602,0.1316,5.7974,0.2279,0.2057,0.0846,0.1486,7.3592,0.5326,6.5474,12.1963,0.1963,0.4852,0.0167,2.8062,50.0924,0.7916,8.8309,10.6196,0.615,0.0482,0.0084,1.1815,2.3291,0.3871,1.865,0.2,40.0357,1.714,0.9501,277.1171,0.9587,0.7078,0.2422,15.5322,1.9093,0.0139,5.9251,43.4764,43.306,97.5038,48.8201,6.2949,2.0824,57.1215,430.1456,7.3378,202.715,12.727,38.9207,6.2365,235.7808,141.5257,1.1201,26.6438,5.1754,4.3493,151.7655,10.1926,5.8749,3.6,0.0569,2.129,10.1078,5.8408,1574.7227,5.657,87.2637,0.0207,135.2941,657.278,92.1087,0.0026,0.0341,8.5899,0.3676,5.5515,0.215,1.2699,137.75,1.184,1.45,3.81,19.1871,253.3511,1.0555,115.6218,45.9775,258.2146,0.0534,84.5252,0.0627,3.0919,0.0524,0.0469,0.0032,0.0006,0,0,0,0.0013
