"","United States of America","Canada","Bahamas","Cuba","Haiti","Dominican Republic","Jamaica","Trinidad and Tobago","Barbados","Dominica","Grenada","St. Lucia","St. Vincent and the Grenadines","Antigua & Barbuda","St. Kitts and Nevis","Mexico","Belize","Guatemala","Honduras","El Salvador","Nicaragua","Costa Rica","Panama","Colombia","Venezuela","Guyana","Suriname","Ecuador","Peru","Brazil","Bolivia","Paraguay","Chile","Argentina","Uruguay","United Kingdom","Ireland","Netherlands","Belgium","Luxembourg","France","Monaco","Liechtenstein","Switzerland","Spain","Andorra","Portugal","Germany","Poland","Austria","Hungary","Czech Republic","Slovakia","Italy","San Marino","Malta","Albania","Macedonia","Croatia","Yugoslavia","Bosnia and Herzegovina","Slovenia","Greece","Cyprus","Bulgaria","Moldova","Romania","Russia","Estonia","Latvia","Lithuania","Ukraine","Belarus","Armenia","Georgia","Azerbaijan","Finland","Sweden","Norway","Denmark","Iceland","Cape Verde","Sao Tome and Principe","Guinea-Bissau","Equatorial Guinea","Gambia","Mali","Senegal","Benin","Mauritania","Niger","Ivory Coast","Guinea","Burkina Faso","Liberia","Sierra Leone","Ghana","Togo","Cameroon","Nigeria","Gabon","Central African Republic","Chad","Congo","Democratic Republic of the Congo","Uganda","Kenya","Tanzania","Burundi","Rwanda","Somalia","Djibouti","Ethiopia","Eritrea","Angola","Mozambique","Zambia","Zimbabwe","Malawi","South Africa","Namibia","Lesotho","Botswana","Swaziland","Madagascar","Comoros","Mauritius","Seychelles","Morocco","Algeria","Tunisia","Libya","Sudan","Iran","Turkey","Iraq","Egypt","Syria","Lebanon","Jordan","Israel","Saudi Arabia","Yemen","Kuwait","Bahrain","Qatar","United Arab Emirates","Oman","Afghanistan","Turkmenistan","Tajikistan","Kyrgyzstan","Uzbekistan","Kazakhstan","China","Mongolia","Taiwan","North Korea","South Korea","Japan","India","Bhutan","Pakistan","Bangladesh","Myanmar","Sri Lanka","Maldives","Nepal","Thailand","Cambodia","Laos","Vietnam","Malaysia","Singapore","Brunei","Philippines","Indonesia","Australia","Papua New Guinea","New Zealand","Vanuatu","Solomon Islands","Fiji","Marshall Islands","Federated States of Micronesia","Samoa"
"Gambia",1.6,0.1523,0,0,0,0,0,0,0,0,0,0,0.0039,0,0,0,0,0,0,0,0,9.0598,0,0.0292,0,0,0,0,0,2.0779,9,9,0,0.0154,0,30.4439,0.3077,21.881,20.5079,1.4021,28.9697,0,0,0.949,2.0053,0,0.0443,14.7068,15.8857,1.2855,0,0,0.0546,11.844,0,0.0189,9,0,0,0,0,0.035,0.033,0.0647,0,0,0,0,0.3012,0,0,0,0,0,0,0,0.29,1.3077,0.3366,3.3684,0,0,0,0.2804,0,0,0,10.467,0.112,0.0085,0,13.9267,9.0185,0,0,0.0089,0.3439,0.0001,0,0.5051,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0.0007,0,0.382,0,0,0,0,0.001,0,0,0,0.9284,0,0.3477,0,0,9,0.178,0,0.0366,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,76.6487,0,5.2107,0,1.32,24.0411,2.8639,0,1.235,0.0414,2.5866,0,9,0,13.3328,9,0,0,2.2274,0,0,0,0.7616,0.0009,9,0.0001,0,0,0,0,0,9
"Mali",34.26,1.4052,9,0,9,0,0,9,0,9,9,0.0151,0,0,0,0,0,0,9,0,9,0,0,0.16,0,9,0,0,0.935,52.4414,9,9,0.0082,0.0407,9,13.2775,26.9089,17.5456,16.1367,1.1033,122.0286,0,0,1.5384,7.476,0,11.5352,17.6722,0.9638,1.6089,0,0,0.1228,3.6213,0,0.0047,9.002,0,0,0,0,0.152,0.3259,0.1073,0,0,0,4.86,0,9,0,0,9.0011,0,0,0,0.6109,0.0847,0.5855,1.9693,0.0044,0,0,0,9,0,0,29.5156,0.0416,0.2476,0.2449,112.72,0,1.0046,0,0,0.0008,0.8833,0.0431,1.2831,0,0.0078,0,0.0212,0,9,0.0826,9,9,0,0,9,9,0,0,0,0,0.0617,9,0.8017,0,0,0,0,0,0,0,0,3.9149,5.1919,5.2169,0.0033,9,0,0.15,0,0.2787,0,0,0,0,0.1974,9,9,9,0,9,9,0,0,0,0,0,0,12.7073,0,0.1715,0,1.2,9.4894,3.4507,0,0.0053,0.6308,0,0,9,0,58.212,9,0,0,1.3833,9,0,0,1.9596,0.0357,0,0.0061,0,0,0,0,0,9
"Senegal",50.3954,2.3257,0,0,0,0.0006,0.005,0.5902,0.005,0,0,0,9,0,0,0.7475,0.4414,0.0012,0,1.4495,0.0018,0.0017,0.0008,0.6818,0.4495,0,0,0.1429,0.7481,19.5641,0.0111,0.0836,0.2833,1.7141,0,8.1268,2.3108,19.9051,20.9665,1.4335,219.9655,0,0,2.8329,18.933,0,0.6419,21.9698,1.3548,3.9828,0.1102,11.5342,0.0662,12.1132,0,0.0226,0,0,0,0,0,0.209,2.011,0.0103,1.4793,0,0.862,7.6795,0.0039,0.4878,0,0,9.701,0,0,0,5.0549,4.6909,1.2965,5.2519,0.001,0,0,2.596,0.0406,10.467,29.5156,0,7.2229,11.6217,0.9214,31.7174,9.6145,6.5371,0.7918,1.9533,0.1506,1.4815,4.9434,60.0486,13.5313,0.8588,1.3761,5.6707,0.2187,0.0026,0.281,0.0411,0.0007,0,0.0296,0.0208,5.3626,0,0.1813,0.0066,0.0675,0.2613,0.3668,0.0243,0,0,0,0.0001,0.0623,0,0.0149,0,5.6862,0.5901,0.0948,0.0017,0.0003,16.1489,2.5431,0,0.3704,0.2744,0.8985,0.0003,0.0293,0.8934,0.0024,0.0099,0.0014,0.0002,0.7329,0.0002,0.0016,0,9.0643,0,0,0,21.3234,0,12.4955,0.4981,6.2185,27.2866,18.3859,0,6.0403,1.0913,2.9568,0.0587,0,0,41.9581,0.0002,0,14.0885,0.8618,1.6076,0,3.7109,2.8782,0.6215,0.0002,9.3618,9,0,0,0,0,0
"Benin",1.2334,0.7699,0.1254,9,0,9,0.012,0,0,0,0,9,0,9,9.0064,0,0,0.0039,0,0,0,9,0.0777,0.345,0,0,0,0,0,6.0939,0.0035,0,0.0035,1.344,9,10.1528,1.0052,40.8397,2.9859,0.2041,80.5124,0,0,1.9488,2.4238,0,18.9317,6.7883,0.0424,0.6114,0.0035,0,0.4311,4.906,0,0.0009,9,0,0,0,0,0,0.0071,0,0.0633,0,0.0318,9.3,0,9,0,0.0177,9.01,0,0,0,0.5142,0.1271,5.1031,2.9511,0,0,0,0.0085,0,0.112,0.0416,7.2229,0,3.8573,3.7893,4.4621,0.0539,2.3484,0,0.0505,0.6577,0.5918,0.5509,5.0877,0.3824,0.0555,0.486,0.5403,0.0016,9.5583,0.1552,0,0,0,0,0,0,0,0.0006,9.0032,0,0.0784,9.0071,9,0,9,9.0071,9.0071,0.0445,0.0011,0,9,20.5944,0.004,1.342,0.039,0,0,0.4414,0,0.0598,0,0.0494,0.0071,0,0,0,0.0035,0,9,0.0215,0,9.0006,0,0,0,0,0,20.1854,9,1.0948,1.7481,1.8117,20.7139,0.3825,0,5.2584,0.1872,0.9394,0,9,0,42.3596,0.0032,0,1.063,0.8793,1.96,9,0.26,0.589,0.8617,9,0.0074,9,0,9,0,0,9
"Mauritania",14.02,5.8123,0,0.0074,9.0056,0,0,0.0152,9,0,0,0.0006,0,0,0,0,0,9,0,0,0,0,0,0.5565,0,9,0,0,0,0.2552,9.0024,0,0.045,13.6656,0,8.8731,0.4826,45.1948,2.471,0.1689,79.2351,0,0,1.0086,2.9145,0,1.9273,16.4385,0.1423,1.0183,0,0,0.0327,54.7469,0,0,0,0,0,0,0,0.006,8.7904,0.0756,0,0,0.55,17.83,7.3659,4.792,0,0,9,0,9,0,0.122,6.909,0.4714,1.0946,0.0074,0,0,0.0021,0.1942,0.0085,0.2476,11.6217,3.8573,0,0.5616,23.8117,0.0115,2.5991,4.5429,9,0.7188,4.1142,10.323,0.0332,0.5343,0.0016,9.0039,2.3697,0.073,0,0.6272,0,0,0,0,0,0,0,9,0,0.0058,0.024,0.2944,0,0,0,0,0.0126,0.0001,0,0.0128,9,7.4622,34.4575,0.4109,0.5781,0,0,0,0,0.0755,0.1081,0.0759,0.0024,0,0.2241,0,0,0,0,0.1686,0,0,0,0,0,0,0,5.2217,0,0.6809,0.0002,1.08,104.0463,3.702,0,7.8311,0,9,0,9.0025,9.0048,8.3831,9,9,0,1.3545,0,0,0,12.4304,1.9497,0.0017,0.0282,0,0,9,0,0,0
"Niger",7.5282,6.7868,9,0.0459,9,0,9,0,0,0,0,0.0001,0,0,0,0.0283,0,9,0,9,0,0,0.0565,0.144,0,0,0,0,0,0.8652,9,9,31.9969,0,0,1.3189,0.5822,9.4942,4.1652,0.2848,68.1946,0,0,0.2844,6.3506,0,1.943,19.6553,0.1115,0.011,0.3637,0.6781,0.1134,9.674,0,0.0068,0,0,0,0,0,0.014,0.0729,0.0058,0.0388,0,0.0212,0.1448,0,0,0,0,9.001,0,0,0,0.2808,0.3096,0.0671,0.5986,0.0035,0,0,0,0,0,0.2449,0.9214,3.7893,0.5616,0,28.7713,0.1413,1.8835,0,0,3.9421,0.0089,1.9,40.3507,0.5439,0.0353,0.1589,0.1483,0.0318,0,0.0741,0,0.0035,0,0.0027,9.0106,0.0283,0,0.1095,0,0,0.0118,0,0.0283,0,0,9,0.0283,0.0226,0,0,0,0.4061,3.0495,0.0035,0.7942,0,0,0.0318,0,0.0517,0,0,0,0,0.219,0.0035,0.0035,0,0,0,0,0,0,0,9,0,0,11.4067,0,0.2401,0.0247,0.2048,14.8785,38.3338,0,8.1859,0.1307,0,0,0,0,0.1608,9,9,0.1625,0.1159,0.3955,9,0.015,1.0798,0.0882,0,0.0095,0,0,9,0,0,9
"Ivory Coast",92.6484,4.8549,0.5963,0.044,0.0028,0,0.0032,15.3039,0,0.001,0,0,0.3405,0.0959,0,0.3963,0,6.573,0.0984,0,0,0.0812,3.1813,0.316,16.4963,0,0,0.0003,0.0027,11.5827,0.0236,0.0101,0.1371,0.8987,0.0249,52.7375,0.3285,182.1867,15.6219,1.0681,36.124,0,0,14.5299,59.0367,0,20.7123,241.3298,35.8755,16.4903,7.1018,0.778,5.3005,184.7204,0,0.5317,0,0,0,0,0,0.429,11.9707,2.557,1.4972,0,1.7118,1.8661,0,0.2567,0,0,1.133,0,0,0,4.8851,5.4061,4.8065,66.1935,0.0298,0,0.0383,1.4208,14.947,13.9267,112.72,31.7174,4.4621,23.8117,28.7713,0,71.288,75.4005,4.2224,26.3991,59.6526,19.7618,5.3079,292.3271,7.5118,2.2311,0.8839,2.6179,12.7167,0.0062,0.665,0.0129,0.1588,0.0105,0,0.0342,0.1331,0,2.5812,4.4125,0.0087,0.7122,0.0804,22.0451,0,0.006,0.0003,0.5387,0.1569,0.0055,0.2833,0,16.7922,13.9735,20.8605,0.0191,0,0.0747,0.4408,0,0.3139,0.3487,0.6226,0.1679,0.4658,0.9039,0.007,0.5693,0,0.0173,3.9866,0.0013,0,0,0,0,0,0,60.7906,0,11.3573,2.8757,2.7256,56.8273,7.0985,0,2.3291,3.8859,9.1084,0.3518,0,0,49.7211,0,0,17.9093,14.5375,5.4988,0.2694,2.0123,14.4221,0.6901,0,4.2831,0.0397,0,0,0,0,0
"Guinea",82.55,4.7044,0,9,9,0,0,0.0004,0.0108,0.0001,0,0,0,0,0,0,9,0,0,0,9,0,0,0.1895,0,0,0.0012,0,0.451,24.5454,0.0012,0,0.0292,0.7392,0,17.4543,74.4886,31.8949,22.1553,1.5147,123.9564,0,0,2.1313,48.0157,0,1.2143,20.2873,1.0581,2.1561,0,0.2226,0.0502,10.5062,0,0.0014,0,0,0,0,0,5.585,1.1559,0.0299,0,0,6.77,17.51,0.0038,0,0,0,0.0385,0,0,0,0.161,1.7849,9.023,1.6215,0,0,0,0.1076,0,9.0185,0,9.6145,0.0539,0.0115,0.1413,71.288,0,0.1764,0,0.1023,0.2475,0.2392,23.5363,15.9577,0.0254,0.0173,0,0,0,0,0.0009,0,0,0,0.4779,9,9,0,0,0,0,0.0187,9,0.8739,0,0,0,0,0.0004,0,0,0,5.1194,0,1.8461,0.099,0,0,1.375,0,0.2877,9,0,0,0.33,0,0.0165,0,0,0,0,0,0,0,9,0,0,0,12.0791,0,4.2315,0,3.96,17.925,6.1748,0,2.6984,0.0414,0,0,0,0,0,0,0,0,0.036,318.8918,9,0.0218,0.0214,0.8418,0,0.0304,0,0,9,0,0,0
"Burkina Faso",18.9781,3.078,0,9,0,9.0044,9.0008,0.0002,9,0,0,0,0,0,0,0.1637,0.0038,0,9.0001,9,9.0002,0.0001,9,0.041,0.0218,9,9,0.0178,0.7238,1.9719,9,0.0359,0.0054,0.5609,0.054,4.3102,0.6999,17.4465,9.7064,0.6636,81.7527,0,0,1.4037,2.3995,0,6.0457,12.6412,0.236,0.438,0.1051,0,0.0107,6.0988,0,0.0901,9,0,0,0,0,0.188,4.7315,0.0022,0.041,0,0.0782,0.3,0,0,0,0,0,0,0,0,0.0663,0.5059,0.1751,3.3439,0.0014,0,9,0.0193,0.0005,0,1.0046,6.5371,2.3484,2.5991,1.8835,75.4005,0.1764,0,0.0198,0,2.9839,2.7711,0.9292,24.0535,0.2845,0.0211,0.0056,0,0,0.0054,0.4177,9.0001,0.0039,0.001,0,0.0064,0.0013,0,0.0107,0.048,0.0001,0.7625,0.0264,0.0398,0,9,0,0.0052,0.0003,9,4.8579,0.0007,0.173,0.1073,0.107,0.0005,0,9.0015,0.0823,9,0.0745,0.0009,0.3664,0.0109,0.1,0.1814,9,9.0038,0,9,9.0043,0,0.0005,0,0,0,0,0,27.4415,9,0.5316,0.1885,1.7552,16.0849,1.9483,9,0.0582,0.0499,9.0003,0.01,0,9.0003,21.1819,9.1204,0,4.0487,1.499,0.4409,9.0968,0.0233,0.1988,0.0628,9.0017,0.9508,9,0,0,0,0,9.0402
"Liberia",19.12,1.116,0,0,0,0,0,0.0239,0,9,9,0,9,0,0,0.3773,0,0,0,0,9,0,9,0.5194,0,0,0,0.156,0.0033,19.5525,0,0,0.0055,9.1432,0,15.8089,0.269,15.8023,39.2561,2.6839,19.9441,0,0,1.8073,264.5363,0,83.7926,253.4719,115.5189,0.2479,0,0,0.0424,20.4356,0,0,9,0,0,0,0,0.11,24.3516,0.0078,0,0,0,0.66,0.0009,0,0,0,9,0,9,0,0.0731,254.3138,126.7918,44.4686,0,0,9,0,0,0,0,0.7918,0,4.5429,0,4.2224,0,0.0198,0,0.9966,0.1555,0.1983,0,0.7233,0,0,0,0,0,0,0.2552,0,0,0,0,0,0,0,0,0,0,0,0,0.9119,9,0,9,0,0.0016,9,0,0,47.2714,11.5445,0,0,9,0,6.23,0,0.275,0,0,0,4.29,0,0,0,0,0,9,0,0,0,0,0,0,0,0.193,0,74.9304,9,853.44,2410.7129,2.1771,0,1.0463,0.0085,0,0,0,0,16.3922,0,0,0,0.1685,140.3575,0,0.0297,7.754,0,0.0017,0,0,9,0,0,0,0
"Sierra Leone",29.32,3.0448,0.0015,9,9,0,0.0024,0,0,9,9.0001,0,0,9,0,0,0,0,9,0,0,0,0,0.037,0,0,9,0,0.1122,1.6511,0,0,0,0.0165,0,9.1333,1.1319,11.6608,12.3553,0.8447,8.2735,0,0,5.0172,12.4171,0,0.018,11.5455,0.2103,0.2442,0,9.1855,0.2146,12.9585,0,0.0026,9,0,0,0,0,0.007,1.27,0.0206,0.1261,9,0.77,0.39,0.3984,0,0,9,9,0,0,13.897,1.0297,2.0355,0.0125,2.84,0,0,0,9,9,0.0089,0,1.9533,0.0505,9,0,26.3991,0.1023,0,0.9966,0,0.0537,0.0965,0,7.2085,0,0,9,0,0,9,0.0686,9,0,0,0,9,0,0,9,9,0,0.0082,0.6122,1.6954,0,9,0,0,9,0,0,0,0.8107,0,0,0,0,0,0.485,9,0.1107,9,0.0549,0,0.11,0,0,9,0,9,9,0,0,0,0,0,0,0,16.3561,0,2.8138,9,0.24,10.4234,3.2127,0,0.0124,0.1078,0.2284,0,9,0,2.6505,0,0,9,0.1967,0,0,0,1.0455,0.5592,0,0.0098,0,0,0,0,0,0
"Ghana",17.24,11.2084,0.0522,0.4035,0,0,50.344,0.0045,0,0,0,0,0,0.0036,0,0,0.0083,0,0,0,0,0.0017,0.1785,0.5533,0,0.091,0,0,0.2574,46.6312,0.0655,0.0484,0.3872,1.2227,0.046,247.8219,14.6869,44.8002,3.0327,0.2073,34.6573,0,0,6.3339,0.8172,0,2.1176,78.6499,9.3567,10.486,0,0.2226,0.6272,19.6216,0,0.1236,0,0,0,0,0,1.942,3.6138,0.2752,0.4379,0,0.55,0.47,0.0054,0,0,0.006,0.0022,0,9,0,3.3484,20.9468,3.099,7.8785,0.0266,0,0.0026,9,9.006,0.3439,0.0008,0.1506,0.6577,0.7188,3.9421,59.6526,0.2475,2.9839,0.1555,0.0537,0,110.6091,0.4358,285.887,0.1235,9,9.0155,0.0071,0.0036,0.0249,0.1568,0.2704,0,0.0024,0.0428,9,0,0,5.8007,0,0.0026,2.1043,0.0512,15.0326,0,0,0,0,0.0143,9,0,0,0.745,0.309,2.8091,0.0274,0.0167,0,3.024,0,0.1967,0,0.1816,0.052,2.53,3.9346,0,0,0,0.0044,1.134,0.0146,0,0,0,0,0,0,35.9728,0,18.3853,3.2757,22.2,24.2574,5.3193,9.0012,8.1255,3.3319,0.9818,0,0.0877,0.0134,31.2603,9.0024,0,9,2.6041,15.079,0,6.9028,18.0627,35.3508,0,0.0073,0,0,0,0,0,0.0762
"Togo",10.05,25.0881,9.0079,0.0013,0,9,0.0084,0.0086,0.0095,0,9.0393,0,9.1023,9.0432,0,0,0,9,0,0,0,9,0,0.0374,0,9.0118,0,0,0,6.9377,9,0,0.009,0.209,0.4044,6.5422,0.237,18.3219,4.3431,0.2969,55.4527,0,0,3.9041,3.969,0,1.1022,14.181,2.1401,0.8161,0,0.0742,0,6.9931,0,0.0065,9,0,0,0,0,0.032,1.875,0,0.0039,0,0,9.1,0.0071,9,0,0,9,9,0,0,0.3398,0.3284,1.975,0.2845,0,0,0,0.0995,0.0027,0.0001,0.8833,1.4815,0.5918,4.1142,0.0089,19.7618,0.2392,2.7711,0.1983,0.0965,110.6091,0,0.689,2.1333,3.4165,0.0349,0.0009,0.231,0.1001,0,0.0659,9,9,0.0157,9,0,9.0333,0,10.525,0,0.0001,0.0117,0,4.2896,0,0,0,0,0.0073,0,0,0,1.8463,0.0066,0.0987,0.0127,0.1354,0,0.247,0,0.0204,9,0.7251,0,0.11,0,0,0,0.017,0,9.0504,0,0.2822,0,0,0,0,0,118.9674,0,3.4454,0.4372,7.92,6.9932,3.3403,0,0.9382,0.4244,9.3691,0,0,9.1217,45.9751,9,0,0,0.7421,1.9292,0,7.7827,0.6507,4.7288,9,0.0106,0,0,0,0,0,0
"Cameroon",47.8432,8.4402,0,0,0.0003,0,0,0.0095,0.003,0,0,0,0,0,0,6.1519,0,0,0,0,0,0,0,0.0503,0,0,0,0,1.1502,15.7959,0.0042,0,0.021,0.0703,0.028,2.3269,4.2626,112.793,6.1589,0.4211,81.6119,0,0,5.4031,278.2014,0,35.9986,44.571,0.4591,1.1462,0.1578,0,0.3867,190.9176,0,0.0191,0,0,0,0,0,0.289,4.2296,1.5256,0.0035,0,0.9111,0.3,0.0096,9,0,0,0.002,0,9.006,0,9.8279,2.588,1.0501,0.0816,0.2027,0,0,4.8982,11.1607,0,0.0431,4.9434,0.5509,10.323,1.9,5.3079,23.5363,0.9292,0,0,0.4358,0.689,0,8.3864,23.8323,6.3814,5.196,43.7311,0.0092,0,0.1377,0.8896,0,0,0,0,0,0,0.369,0,0.0426,1.6808,0.238,1.6845,2.7193,0,0,0,0.0389,0,0,0,36.2901,0.02,9.3321,0,0,0.0071,0.6533,0,1.1387,0,0.2366,0,0.0177,0.3282,0,0,0,0,0,0,0,0,0,0,0,0,14.759,0,0.0388,0.0706,28.8254,30.1196,5.7946,0,3.854,1.1306,0,0,0,0,2.886,0,0,10.8807,0.8233,2.8443,0,0.0742,1.4953,0.131,0,0.0872,0,0,0,0,0,0
"Nigeria",4628.9,517.416,0,0.3839,0,0,0.1018,10.2957,0,0,9.0003,0.0003,0,0.083,0,1.7391,0,3.1716,0,0.0091,0,0.0136,0,0.4812,0,0.9629,0,0,0.5071,108.8835,0.0234,0.008,365.0569,8.1855,0.4202,878.7705,52.8824,133.539,92.468,6.322,146.5087,0,0,46.8599,648.8765,0,323.1911,111.8976,18.0701,266.55,2.85,0.2584,6.4922,217.7161,0,2.4041,0,9.853,0,0,0,2.915,12.9256,5.8096,14.1291,0,66.33,46.92,0.8248,3.4187,0,0,2.8534,0,0,0,21.7417,41.6121,48.7557,37.3051,13.6701,0,0.0005,0,0,0.5051,1.2831,60.0486,5.0877,0.0332,40.3507,292.3271,15.9577,24.0535,0.7233,7.2085,285.887,2.1333,8.3864,0,22.9929,0.0102,7.9134,2.3633,46.1137,0.0073,2.3015,0.0054,0,0.0391,0,0.0031,0,0,0.156,0,0.077,0.0677,0.0111,12.559,8.1925,0,0.0107,0.1542,3.2188,0.1617,0,0,11.7094,0.012,0.1438,0.3991,0.253,0,7.954,0,3.2132,0,1.7282,0.2488,26.2,76.8432,0.0279,0,0,0.1224,0.136,0.0027,0,0,0.2858,0,0,0,132.3114,0,150.2715,1.9233,75.36,532.2755,637.5313,0,8.5175,1.1682,0.1615,0,0.0005,0,79.6246,0.0418,0,0.01,58.9808,162.5026,0,1.8921,58.5761,8.2111,0,1.7651,0,0,0,0,0,0
"Gabon",955.58,41.5531,35.0361,0.0174,0,0,0.0074,0,0.001,0,9,0,0,0,0,0,0,9,0,0,9,9,0,3.3112,0,0,0,0,0.0143,7.568,0,0.003,97.173,13.0633,0.6996,27.2855,3.9274,35.3918,8.1433,0.5567,9.2196,0,0,3.6906,10.8211,0,10.8321,13.6646,5.1206,0.363,0,0.0337,0.0452,2.7283,0,0.2041,9,0,0,0,0,0.068,16.2095,0.3784,0.0135,0,0,0,0.0424,9,0,0,9,0,0,0,0.7204,2.8922,2.651,1.1121,0,0,0.0216,0,0,0,0,13.5313,0.3824,0.5343,0.5439,7.5118,0.0254,0.2845,0,0,0.1235,3.4165,23.8323,22.9929,0,0.0824,0,0,0.8607,0,0.0004,9,0,0,0,0,0,0,0,0,0,0.0096,0.3912,5.9681,0,0,0.0022,0.1357,0.0192,9,0,0,14.6767,4.406,0.2809,0,9,0,0.426,0,0.0217,0,0.3469,0,34.09,0,9,0,9,0,0,0.0004,0,0,0,0,0,0,65.7231,0,10.5585,0.0598,57.12,326.6076,1.3419,0,0.8157,0,0,0,0,0,18.2654,9,9,0,0.1713,8.8567,0,1.001,1.6584,0.0098,9,0.0015,9,0,0,0,0,9
"Central African Republic",0.6516,0.0584,0,0,9,0,9,0,0,0,0,0,9,0,0,0,9,0,9,0.0481,0,0,0,1.811,0,0,0,9,0.0109,0.2552,0,0,0.0001,0,9,0.9186,0.1545,1.2866,1.8252,0.1248,63.7143,0,0,0.1463,6.8021,0,0.2067,1.6772,0.1377,0.0857,0.0048,0,0.0258,1.2201,0,0.0013,0,0,0,0,0,0.028,0.2967,0.0019,0.0041,0,0.0024,9,0.0007,0,0,0,9,0,0,0,0.242,0.0608,0.167,0.2188,0.0374,0,0,0,9.0042,0,0.0078,0.8588,0.0555,0.0016,0.0353,2.2311,0.0173,0.0211,0,0,9,0.0349,6.3814,0.0102,0.0824,0,0.4969,2.1475,0.8821,9,0.0025,0,9,0,0,9,0,0,0.0174,9,0.0027,0,0,0.316,0.1567,9,0,0,0.0003,9.0019,0,0,0.6248,0.001,0.0005,0,2.8396,0.1,0.1119,9,0.0309,9,0.1828,0,0.0037,0.0059,0,0,0,0,0,0,9,0,0,0,0,0,0.5303,9,0.0981,9.0392,0.0555,10.6688,0.2512,0,0.0761,0.1882,9,0,0,0,1.4099,0,9,0.2838,0.147,0,0,0.01,0.2024,0.0085,9,0,0,9,0,0,0,9
"Chad",8.28,0.0337,0,0,0,0,0.0171,0,0,0,9,0,0,0,0,0,0,0,0,0,9,13.8232,0,0,9,0,0,0,0.0033,0.0132,9.0101,0,0,0,9,1.1229,0.1164,1.9741,2.3119,0.1581,53.8187,0,0,0.6062,1.0616,0,19.7896,10.8736,0.004,0.3709,0,0,0,1.4963,0,0,0,0,0,0,0,0.098,0.0058,0,9,0,0,0,0.0004,0,0,0,0,0,0,0,0.0412,0.1882,0.2732,0.0248,0,0,0,9,9,0,0,1.3761,0.486,9.0039,0.1589,0.8839,0,0.0056,0,9,9.0155,0.0009,5.196,7.9134,0,0.4969,0,0,0,0,0,0,9,0,0.003,0,0,0,0,0,0,9,0,6.0346,0,0,0,0,0.0021,0,0,0,0.624,0,0.292,0,0.159,9,0,9,0.1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1915,0,2.5331,0,0,1.2712,0.4132,0,0.2033,9,0,0,0,0,0.4999,0,0,9,0.0024,0,0,0,0,0.004,9,0,0,0,0,0,0,9
"Congo",511.2654,0.9527,0,0,0,9,0,0,0,0,0,0,0,0,0,0.009,0,9,0,0,0,0,0,0.0461,0,0,0.009,0,0,1.1715,0,0.014,0.048,1.684,0.4768,5.668,1.0701,38.3824,14.1056,0.9644,101.5764,0,0,2.2438,20.1292,0,21.2069,25.5925,0.318,0.1368,0.0848,0,0.0546,101.2898,0,0,0,0,0,0,0,0.105,2.2618,0.004,0.0283,0,0.0035,0.1,0.0013,0,0,0,9.035,0,0,0,0.5121,0.1029,5.3359,0.2209,0.0918,0,0,0,0,0,0.0212,5.6707,0.5403,2.3697,0.1483,2.6179,0,0,0,0,0.0071,0.231,43.7311,2.3633,0,2.1475,0,0,0.5721,0,0.0035,0,0,0,0,0,0.0071,0,15.5338,0.0812,0,0.5891,0,7.3138,0,0,0.0035,0.1307,0.0342,9,0.1766,9,6.3326,0.5855,0.0812,0,0,0,1.0877,0,0.2331,0,0.1836,0,0.04,0.0424,0,0,0,9,9,0,9.0035,0,0,0,0,0,4.542,9,53.8101,0.2225,0.5057,18.6311,0.0398,0,0.7557,0.0035,10.3667,0,9,0,0.344,9,9,0,0.0284,5.2902,0,0.0141,1.3102,0.0103,9,0,0,9,0,0,0,9
"Democratic Republic of the Congo",212.38,2.4365,0,9,0,9,0,0,0,0,0,0,0,0,0,0.1903,0,0,0,0,0,0,0,0,0,0,9,9,0.1298,9.4611,9,0.2259,0.0341,6.6985,0.0374,17.4287,14.4256,41.8383,295.8247,20.2253,14.125,0,0,7.0426,4.8703,0,18.0779,0.0954,0.5919,1.5079,0,0,0.0387,24.8275,0,0.0106,0,0,0,0,0,0.562,2.5964,0.0479,0.3753,0,0.44,20.88,0.0002,9,0,0,0,0,0,0,21.7819,1.3269,8.6619,0.6798,0,0,9,0,0,0,0,0.2187,0.0016,0.073,0.0318,12.7167,0,0,0,0,0.0036,0.1001,0.0092,46.1137,0.8607,0.8821,0,0.5721,0,0,9.7609,0.3091,1.6798,1.9404,0,0,0,0,0,0,10.6183,0.0205,1.5512,25.3398,0,0,0,0,0.0802,0,0,9,4.3381,0.206,0.1106,0,0,0,0.308,0,3.252,0,0,0,1.1,0,0,0,9,0,0,0.0902,9,0,0,0,0,0,20.8961,0,0.3615,0.1251,3,45.0937,17.2662,0,4.9017,9.0995,9,0,0,0,25.2956,9,0,0,2.5242,0,0,0.024,2.1481,0.4019,9,0.0296,0,9.0032,0,0,0,0
